step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L6.qk_lut.T_soft,L6.qk_lut.T_sel,L6.v_lut.T_soft,L6.v_lut.T_sel,L6.out_proj.T_soft,L6.out_proj.T_sel,L7.qk_lut.T_soft,L7.qk_lut.T_sel,L7.v_lut.T_soft,L7.v_lut.T_sel,L7.out_proj.T_soft,L7.out_proj.T_sel,L8.qk_lut.T_soft,L8.qk_lut.T_sel,L8.v_lut.T_soft,L8.v_lut.T_sel,L8.out_proj.T_soft,L8.out_proj.T_sel,L9.qk_lut.T_soft,L9.qk_lut.T_sel,L9.v_lut.T_soft,L9.v_lut.T_sel,L9.out_proj.T_soft,L9.out_proj.T_sel,L10.qk_lut.T_soft,L10.qk_lut.T_sel,L10.v_lut.T_soft,L10.v_lut.T_sel,L10.out_proj.T_soft,L10.out_proj.T_sel,L11.qk_lut.T_soft,L11.qk_lut.T_sel,L11.v_lut.T_soft,L11.v_lut.T_sel,L11.out_proj.T_soft,L11.out_proj.T_sel
13600,0.561610,0.304030,0.660692,0.278718,1.492043,0.136216,1.437753,0.296875,1.593515,0.264975,1.661524,0.163872,1.552057,0.297054,2.236485,0.221783,1.619944,0.175751,1.639561,0.308827,1.791037,0.256374,1.431624,0.187383,1.674784,0.312999,2.004398,0.248768,1.441083,0.192790,2.197809,0.296201,1.996497,0.239941,0.863828,0.219997,2.007796,0.298713,2.353204,0.233924,1.160343,0.206720,2.092018,0.286497,2.644296,0.221500,1.492761,0.192764,3.934757,0.230199,2.434036,0.238267,1.043106,0.159955,1.843578,0.346424,2.088220,0.267202,1.091818,0.190598,1.272691,0.435576,1.916261,0.316380,0.790918,0.299665,1.027693,0.428170,0.900085,0.509363,0.644969,0.486386
13800,0.560752,0.303069,0.660517,0.277469,1.498272,0.135632,1.439075,0.296070,1.598054,0.263943,1.667157,0.163180,1.554001,0.296133,2.245644,0.220822,1.625775,0.175001,1.642923,0.307999,1.797170,0.255311,1.435810,0.186483,1.678461,0.312067,2.012225,0.247750,1.445396,0.191928,2.204817,0.295280,2.006004,0.239155,0.866206,0.219197,2.014420,0.297960,2.364140,0.232860,1.164440,0.205776,2.099756,0.285805,2.657460,0.220452,1.498283,0.191895,3.954952,0.229165,2.448204,0.237173,1.046298,0.159411,1.850270,0.345577,2.097846,0.266063,1.096281,0.189635,1.275254,0.434600,1.925460,0.315135,0.794979,0.298414,1.029066,0.427516,0.901111,0.507926,0.645968,0.485008
14000,0.559979,0.302297,0.659839,0.276197,1.502826,0.135061,1.440943,0.295460,1.601372,0.262943,1.672063,0.162435,1.556396,0.295368,2.252630,0.219840,1.630396,0.174211,1.647464,0.307399,1.803735,0.254397,1.439406,0.185717,1.682998,0.311317,2.019550,0.246781,1.449493,0.191067,2.211597,0.294358,2.015039,0.238321,0.868871,0.218474,2.019854,0.297191,2.375113,0.231977,1.168651,0.204883,2.105764,0.284987,2.669907,0.219511,1.504106,0.191186,3.974272,0.228098,2.460329,0.236091,1.049853,0.158920,1.855927,0.344632,2.107494,0.265163,1.101246,0.188861,1.278679,0.433984,1.934379,0.313974,0.798970,0.297240,1.029820,0.426837,0.902029,0.506681,0.646919,0.483761
14200,0.559009,0.301346,0.659454,0.275055,1.508395,0.134533,1.442581,0.294861,1.605816,0.262027,1.677130,0.161700,1.559565,0.294744,2.259497,0.218962,1.636454,0.173536,1.650487,0.306700,1.809776,0.253460,1.442697,0.184862,1.685755,0.310543,2.026210,0.245951,1.453193,0.190316,2.217784,0.293405,2.022705,0.237467,0.870431,0.217636,2.024957,0.296407,2.384810,0.231019,1.172746,0.204106,2.110330,0.284125,2.681691,0.218693,1.509658,0.190550,3.992924,0.227268,2.473341,0.235187,1.052897,0.158417,1.862388,0.343900,2.116801,0.264095,1.105347,0.188079,1.281449,0.433311,1.942132,0.312775,0.802747,0.296178,1.030650,0.426102,0.902730,0.505359,0.647490,0.482373
14400,0.558076,0.300437,0.658908,0.273956,1.513079,0.134049,1.444060,0.294228,1.608991,0.261089,1.681060,0.161004,1.561179,0.293889,2.267313,0.217987,1.640898,0.172883,1.653941,0.306080,1.814968,0.252605,1.445990,0.184136,1.689333,0.309904,2.032938,0.245136,1.457265,0.189525,2.223642,0.292564,2.030224,0.236749,0.872622,0.216944,2.030104,0.295669,2.393678,0.230178,1.176267,0.203266,2.116172,0.283480,2.691504,0.217733,1.513952,0.189830,4.009571,0.226369,2.485721,0.234299,1.055970,0.158014,1.867765,0.343207,2.125933,0.263156,1.109032,0.187316,1.283172,0.432160,1.949463,0.311609,0.806200,0.295105,1.031524,0.425465,0.903475,0.504191,0.648204,0.481109
14600,0.557278,0.299675,0.658056,0.272933,1.516267,0.133509,1.446475,0.293812,1.612827,0.260266,1.685749,0.160392,1.563665,0.293222,2.274317,0.217283,1.646176,0.172313,1.657103,0.305478,1.820338,0.251782,1.448869,0.183396,1.691740,0.309092,2.039995,0.244285,1.461416,0.188848,2.230337,0.291841,2.037297,0.236067,0.874234,0.216260,2.033983,0.294948,2.401425,0.229397,1.179242,0.202423,2.120659,0.282713,2.701918,0.216927,1.517880,0.189187,4.025298,0.225509,2.496556,0.233443,1.058775,0.157583,1.873172,0.342508,2.134382,0.262270,1.112332,0.186595,1.284498,0.431185,1.957078,0.310684,0.809026,0.294225,1.032287,0.424815,0.904242,0.503123,0.648854,0.479966
14800,0.556621,0.298965,0.657256,0.271936,1.520556,0.133042,1.447297,0.293179,1.616341,0.259488,1.690613,0.159812,1.565574,0.292601,2.281165,0.216509,1.651327,0.171765,1.658240,0.304645,1.825435,0.251047,1.451832,0.182792,1.695256,0.308566,2.045132,0.243427,1.464332,0.188165,2.236086,0.290973,2.042769,0.235296,0.875895,0.215615,2.039107,0.294434,2.409295,0.228631,1.182086,0.201644,2.125566,0.282111,2.711287,0.216160,1.521772,0.188545,4.039460,0.224772,2.506536,0.232644,1.061433,0.157192,1.877321,0.341679,2.142283,0.261404,1.115591,0.185977,1.286304,0.430372,1.963302,0.309761,0.811720,0.293386,1.033160,0.424318,0.904685,0.501982,0.649430,0.478822
15000,0.555647,0.298134,0.656806,0.271037,1.523175,0.132603,1.448343,0.292574,1.619177,0.258571,1.694404,0.159159,1.568364,0.292125,2.287714,0.215807,1.655421,0.171190,1.660072,0.303952,1.830551,0.250291,1.454681,0.182229,1.699157,0.307991,2.050949,0.242742,1.467616,0.187593,2.242888,0.290449,2.049519,0.234662,0.877747,0.215017,2.043660,0.293741,2.416282,0.227841,1.184709,0.200873,2.130853,0.281614,2.720985,0.215393,1.525962,0.188040,4.055236,0.223983,2.517669,0.231805,1.064132,0.156811,1.881225,0.340956,2.149956,0.260628,1.118671,0.185355,1.287963,0.429531,1.969926,0.308797,0.814738,0.292575,1.033939,0.423801,0.905154,0.500772,0.649886,0.477598
15200,0.554642,0.297335,0.656217,0.270113,1.526942,0.132206,1.448726,0.291978,1.622636,0.257935,1.698332,0.158610,1.569591,0.291453,2.293461,0.215079,1.659715,0.170631,1.663325,0.303479,1.834476,0.249534,1.457540,0.181591,1.701712,0.307331,2.056980,0.242042,1.470220,0.187004,2.247629,0.289783,2.056125,0.233951,0.879262,0.214359,2.047446,0.293051,2.424635,0.227123,1.186996,0.200177,2.134872,0.280883,2.728664,0.214674,1.529094,0.187419,4.068932,0.223194,2.526959,0.231022,1.066297,0.156417,1.885138,0.340198,2.157595,0.259833,1.121885,0.184743,1.289714,0.428762,1.975352,0.307722,0.817266,0.291687,1.034631,0.423310,0.905807,0.499731,0.650531,0.476485
15400,0.553444,0.296424,0.655349,0.269138,1.529415,0.131754,1.449553,0.291428,1.624455,0.257165,1.701095,0.158064,1.571335,0.290895,2.298330,0.214398,1.663137,0.170092,1.665420,0.302859,1.839088,0.248905,1.460413,0.181022,1.703521,0.306625,2.062831,0.241429,1.474186,0.186572,2.252774,0.289144,2.061908,0.233339,0.880552,0.213713,2.051642,0.292491,2.432353,0.226420,1.189458,0.199466,2.138953,0.280297,2.737533,0.214109,1.532867,0.186891,4.082015,0.222505,2.536835,0.230314,1.068407,0.156048,1.888817,0.339480,2.164192,0.259061,1.123736,0.184086,1.291073,0.427966,1.980543,0.306749,0.819659,0.290844,1.035079,0.422717,0.906354,0.498663,0.650963,0.475290
15600,0.552570,0.295635,0.654540,0.268178,1.532311,0.131309,1.450139,0.290890,1.628088,0.256555,1.705584,0.157604,1.573217,0.290323,2.303160,0.213687,1.666902,0.169570,1.668228,0.302362,1.844079,0.248356,1.463123,0.180445,1.706082,0.306043,2.068189,0.240699,1.477023,0.185965,2.257994,0.288573,2.067575,0.232731,0.882016,0.213146,2.056013,0.291934,2.440365,0.225826,1.192250,0.198848,2.142920,0.279711,2.746040,0.213477,1.536905,0.186352,4.094069,0.221831,2.546609,0.229709,1.071057,0.155748,1.893509,0.338890,2.171360,0.258374,1.126742,0.183592,1.292703,0.427294,1.986701,0.305997,0.822038,0.290147,1.035504,0.422176,0.906565,0.497526,0.651184,0.474097
15800,0.551569,0.294830,0.653874,0.267294,1.536182,0.130985,1.450763,0.290341,1.631023,0.255985,1.710741,0.157223,1.574648,0.289751,2.309717,0.213078,1.671676,0.169099,1.670872,0.301898,1.848421,0.247730,1.466230,0.179873,1.707742,0.305337,2.073202,0.240029,1.479814,0.185356,2.261847,0.287775,2.074159,0.232227,0.883586,0.212628,2.059635,0.291261,2.446991,0.225118,1.194373,0.198174,2.146550,0.279035,2.754215,0.212836,1.540602,0.185855,4.106702,0.221178,2.556115,0.229089,1.073486,0.155423,1.897146,0.338188,2.179345,0.257708,1.129878,0.183114,1.294044,0.426504,1.991998,0.305130,0.824272,0.289417,1.036314,0.421838,0.906945,0.496540,0.651539,0.473008
16000,0.550941,0.294211,0.653049,0.266389,1.539330,0.130578,1.451133,0.289725,1.633311,0.255310,1.713943,0.156700,1.576182,0.289154,2.314547,0.212455,1.675423,0.168587,1.672590,0.301271,1.851838,0.246980,1.468154,0.179301,1.710638,0.304854,2.078308,0.239340,1.482283,0.184843,2.266852,0.287273,2.080206,0.231609,0.884649,0.212042,2.063708,0.290703,2.454800,0.224529,1.197294,0.197616,2.149988,0.278461,2.762476,0.212175,1.544385,0.185319,4.120127,0.220506,2.565004,0.228361,1.075327,0.155071,1.900938,0.337502,2.185517,0.256940,1.132121,0.182516,1.295072,0.425650,1.997450,0.304294,0.826654,0.288641,1.036877,0.421376,0.907382,0.495553,0.652033,0.471978
