seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau
1,320,83886080,4675.130159910747,5402.30908203125,915.5317962067683,0.00019994057108884122,-1.2876359224319458,0.005569068714976311,0.07746851444244385
1,330,86507520,4752.115371329879,5400.56005859375,926.5540587219343,0.00019457866742117827,-1.3100210428237915,0.005483642686158419,0.07791810482740402
1,340,89128960,4784.037151702786,5418.48486328125,927.7426900584795,0.00018916727627234616,-1.3325955867767334,0.0055564637295901775,0.07827991992235184
1,350,91750400,4818.066087613293,5434.96875,930.9705438066466,0.0001837154513334313,-1.355231523513794,0.00470660300925374,0.0786719024181366
1,360,94371840,4856.561471103328,5467.85791015625,934.9488616462347,0.00017823231394449137,-1.3777978420257568,0.004989915527403355,0.07900143414735794
1,370,96993280,4899.897038567493,5467.03955078125,939.9562672176309,0.00017272703783382252,-1.3965953588485718,0.005230965558439493,0.07934029400348663
1,380,99614720,4880.63550340651,5503.064453125,931.8652535957608,0.00016720883376957643,-1.4157698154449463,0.005269096698611975,0.07968604564666748
1,390,102236160,4904.343065693431,5489.818359375,932.7566909975669,0.00016168693414940754,-1.4347347021102905,0.005017912480980158,0.0800582617521286
1,400,104857600,5008.787878787879,5526.89208984375,948.5419309372797,0.00015617057755393137,-1.4533967971801758,0.004856852814555168,0.08034268021583557
1,410,107479040,5002.659395331038,5538.50048828125,943.531190202832,0.00015066899328983896,-1.4733442068099976,0.005203683860599995,0.08068850636482239
1,420,110100480,5027.897274633124,5553.302734375,945.7201257861635,0.00014519138594852683,-1.4904582500457764,0.004660038743168116,0.0810755044221878
1,430,112721920,5074.835528657885,5621.6474609375,950.4528301886793,0.0001397469200060784,-1.5065937042236328,0.0047843605279922485,0.08137323707342148
1,440,115343360,5058.006407840181,5590.99560546875,944.7787410478703,0.0001343447044903603,-1.520911693572998,0.005083234049379826,0.08159171044826508
1,450,117964800,5077.663191948239,5620.4375,945.264198418404,0.00012899377774088948,-1.5337127447128296,0.0048665851354599,0.08189423382282257
1,460,120586240,5113.654626762986,5631.7626953125,949.749914000688,0.0001237030922869661,-1.546795129776001,0.004785760305821896,0.08210756629705429
1,470,123207680,5083.4327176781,5671.328125,942.6030908405579,0.00011848149986937494,-1.559783935546875,0.004858998116105795,0.08224280178546906
1,480,125829120,5134.805970149254,5671.45654296875,950.9290134692392,0.00011333773663071365,-1.570730209350586,0.004659411497414112,0.08253366500139236
1,490,128450560,5171.627430187345,5678.41259765625,954.5341109932839,0.00010828040849912587,-1.5808137655258179,0.004554626066237688,0.08276358246803284
1,500,131072000,5175.643098909364,5705.24267578125,953.1523128995863,0.00010331797678989386,-1.5878194570541382,0.004389825277030468,0.08305875957012177
1,510,133693440,5189.027276078143,5710.64111328125,953.9830446000738,9.845874404897978e-05,-1.5942673683166504,0.0048593757674098015,0.08322473615407944
1,520,136314880,5248.183274021352,5692.9765625,962.5430604982206,9.371084016220086e-05,-1.6000125408172607,0.004328487440943718,0.08350169658660889
1,530,138936320,5228.276882727613,5697.859375,957.1723491944548,8.908220875327915e-05,-1.6045554876327515,0.00427304906770587,0.08368389308452606
