step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
24600,0.364740,0.183457,0.148330,0.079877,2.546962,0.145365,4.071332,5.032151,0.158028,1.662400,0.274581,1.019685,0.267641,4.773761,2.528748,0.218392,0.590148,0.331051,0.789400,0.323999,1.855521,0.684101,0.357350,0.326432,0.280107,0.593563,0.373520,0.187707,0.524999,0.391640,0.582516,0.557692,0.820224,0.624218,0.123886,0.496403,0.426063,0.506812,0.518998,0.726574,0.608090,0.111661
24800,0.364571,0.182744,0.148478,0.079590,2.565459,0.144669,4.082940,5.054544,0.156765,1.676344,0.273281,1.025779,0.266685,4.837055,2.543913,0.217437,0.591725,0.330727,0.793953,0.323729,1.892472,0.686499,0.356866,0.327061,0.280163,0.595350,0.373492,0.189412,0.523939,0.390200,0.580323,0.555708,0.819449,0.623173,0.124013,0.496731,0.425829,0.505585,0.517857,0.726999,0.607824,0.111723
25000,0.364323,0.182039,0.148568,0.079260,2.581924,0.143693,4.074471,5.096798,0.156148,1.687349,0.272229,1.031585,0.266049,4.898197,2.557767,0.216742,0.593338,0.330532,0.797251,0.323278,1.917074,0.688660,0.356354,0.326908,0.279791,0.597086,0.373526,0.191457,0.522867,0.388957,0.579778,0.555199,0.822228,0.623904,0.124118,0.495947,0.423888,0.504771,0.517094,0.728385,0.607968,0.111801
25200,0.365063,0.181765,0.148704,0.078942,2.604499,0.142890,4.071813,5.135123,0.155485,1.700223,0.271221,1.038302,0.265469,4.947683,2.574703,0.216146,0.595895,0.330604,0.800394,0.322715,1.947184,0.689312,0.354799,0.326413,0.278974,0.598836,0.373560,0.193307,0.521170,0.386811,0.579857,0.555249,0.823354,0.624280,0.124228,0.494503,0.422115,0.503898,0.515970,0.729576,0.608380,0.111847
25400,0.365829,0.181491,0.148693,0.078579,2.619470,0.142045,4.082045,5.170030,0.154784,1.712077,0.270095,1.043101,0.264591,5.004025,2.584162,0.215050,0.597768,0.330499,0.803445,0.322094,1.983695,0.691193,0.354116,0.326977,0.279066,0.599324,0.372882,0.195432,0.520774,0.385991,0.579243,0.554676,0.822552,0.622981,0.124338,0.495198,0.421883,0.503977,0.516105,0.729679,0.608132,0.111926
25600,0.365867,0.180905,0.148815,0.078278,2.637747,0.141317,4.069530,5.208948,0.154375,1.722980,0.268790,1.047424,0.263789,5.041096,2.597578,0.214289,0.599475,0.330398,0.806206,0.321511,2.014587,0.692495,0.353151,0.326819,0.278562,0.599744,0.372210,0.196939,0.521027,0.385092,0.579556,0.554727,0.822131,0.621848,0.124401,0.495900,0.421363,0.504187,0.516171,0.730235,0.607633,0.111978
25800,0.365817,0.180297,0.149080,0.078076,2.659331,0.140745,4.065823,5.229265,0.153157,1.736299,0.267821,1.053300,0.262953,5.085160,2.596757,0.212564,0.601189,0.330198,0.809146,0.320954,2.045174,0.693586,0.351914,0.326630,0.278109,0.600914,0.371942,0.198595,0.521141,0.384819,0.579313,0.554601,0.823272,0.621831,0.124462,0.495279,0.420040,0.503518,0.515470,0.729973,0.606810,0.112022
26000,0.366172,0.179935,0.149143,0.077779,2.674350,0.139947,4.057867,5.260291,0.152474,1.746168,0.266644,1.058984,0.262345,5.131521,2.612141,0.212117,0.603123,0.330098,0.812305,0.320436,2.075031,0.693468,0.350648,0.326366,0.277474,0.601627,0.371474,0.200190,0.520722,0.383987,0.578822,0.554019,0.823859,0.621649,0.124561,0.495183,0.419301,0.503116,0.515158,0.730827,0.606776,0.112076
26200,0.366129,0.179318,0.149018,0.077376,2.692473,0.139268,4.050880,5.285066,0.151571,1.757195,0.265328,1.063956,0.261404,5.174771,2.629268,0.211794,0.605426,0.330228,0.815818,0.320006,2.106229,0.694509,0.349658,0.326453,0.277298,0.603766,0.371612,0.202054,0.519540,0.382301,0.579765,0.554965,0.826940,0.622652,0.124631,0.495999,0.419176,0.501759,0.513830,0.731971,0.607263,0.112146
26400,0.366706,0.179051,0.149142,0.077144,2.713918,0.138703,4.054368,5.310393,0.150776,1.770076,0.264428,1.070256,0.260804,5.200280,2.643788,0.211222,0.608497,0.330798,0.819993,0.319996,2.141223,0.696723,0.349469,0.325707,0.276524,0.605348,0.371511,0.203937,0.519660,0.381629,0.579291,0.554676,0.828138,0.622648,0.124718,0.494494,0.417347,0.501163,0.513186,0.733191,0.607472,0.112201
26600,0.366547,0.178455,0.149113,0.076821,2.731739,0.137923,4.059846,5.321843,0.149616,1.779477,0.263223,1.075457,0.259949,5.232355,2.655884,0.210326,0.609835,0.330393,0.822612,0.319266,2.169936,0.698466,0.348891,0.325944,0.276336,0.607536,0.371741,0.205579,0.518792,0.380426,0.580031,0.555502,0.830199,0.622792,0.124805,0.494341,0.416106,0.501326,0.513218,0.734256,0.607223,0.112257
26800,0.367073,0.178131,0.149173,0.076572,2.747854,0.137038,4.054273,5.368428,0.149280,1.789589,0.262213,1.080955,0.259237,5.253536,2.671157,0.209927,0.612011,0.330507,0.825271,0.318556,2.199655,0.700340,0.348606,0.326115,0.276126,0.609088,0.371528,0.207958,0.521194,0.381586,0.579037,0.554539,0.829891,0.621564,0.124905,0.494549,0.415538,0.501581,0.513214,0.734138,0.606899,0.112323
27000,0.367045,0.177612,0.149190,0.076275,2.763460,0.136290,4.049965,5.411643,0.148990,1.799543,0.261164,1.084887,0.258407,5.259471,2.685246,0.209410,0.613247,0.330227,0.826733,0.317558,2.230439,0.701329,0.347432,0.326337,0.275873,0.610238,0.371164,0.209865,0.520952,0.380706,0.579495,0.555001,0.831871,0.622062,0.124978,0.493731,0.414023,0.502093,0.513618,0.735427,0.607032,0.112376
27200,0.366614,0.176956,0.149143,0.075953,2.778308,0.135557,4.045999,5.432483,0.148268,1.811904,0.260487,1.088975,0.257631,5.278734,2.693688,0.208523,0.615538,0.330558,0.829614,0.317213,2.258912,0.701694,0.346399,0.326963,0.276031,0.611503,0.370842,0.211624,0.522942,0.381646,0.580036,0.555440,0.831704,0.621125,0.125081,0.493358,0.412890,0.501396,0.512812,0.736315,0.607292,0.112438
27400,0.366807,0.176521,0.149061,0.075638,2.791056,0.134711,4.044896,5.464555,0.147791,1.822149,0.259580,1.094730,0.257153,5.295716,2.698871,0.207409,0.617581,0.330581,0.831939,0.316424,2.289897,0.703550,0.345757,0.327294,0.276034,0.613056,0.370813,0.213877,0.523039,0.381098,0.579223,0.554801,0.832593,0.620846,0.125169,0.494230,0.412706,0.500846,0.512155,0.736373,0.606854,0.112505
27600,0.366665,0.175998,0.149273,0.075450,2.808166,0.134129,4.041131,5.483215,0.147046,1.829473,0.258423,1.098243,0.256246,5.306506,2.715064,0.207381,0.618897,0.330539,0.834840,0.316029,2.316909,0.704336,0.344556,0.327534,0.275849,0.614401,0.370727,0.215737,0.524029,0.381419,0.579204,0.554817,0.834505,0.621224,0.125237,0.493083,0.411012,0.500742,0.511859,0.737965,0.607643,0.112566
27800,0.366865,0.175611,0.149363,0.075205,2.819911,0.133385,4.035599,5.517228,0.146573,1.839187,0.257480,1.102150,0.255518,5.309829,2.723444,0.206657,0.620272,0.330277,0.836543,0.315141,2.344612,0.705361,0.343769,0.327569,0.275554,0.615167,0.370468,0.217742,0.524130,0.380997,0.579246,0.554734,0.833938,0.619757,0.125310,0.493507,0.410598,0.500508,0.511611,0.738632,0.608198,0.112619
28000,0.367322,0.175380,0.149131,0.074825,2.835660,0.132833,4.043013,5.534307,0.145779,1.849063,0.256553,1.106821,0.255013,5.329552,2.729379,0.205868,0.621895,0.330213,0.839526,0.314826,2.376005,0.705919,0.342619,0.327583,0.275141,0.616034,0.370184,0.220281,0.524161,0.380582,0.578551,0.553992,0.835720,0.620231,0.125391,0.493127,0.409951,0.500270,0.511350,0.739057,0.607765,0.112656
28200,0.367533,0.175029,0.149176,0.074564,2.849645,0.132191,4.024326,5.557575,0.145151,1.859425,0.255639,1.111310,0.254386,5.321949,2.740895,0.205487,0.623780,0.330307,0.842189,0.314290,2.401583,0.706812,0.341681,0.328369,0.275205,0.617014,0.369922,0.222909,0.523944,0.380133,0.578958,0.554383,0.837417,0.620990,0.125458,0.492869,0.409078,0.499993,0.511115,0.740167,0.608126,0.112725
28400,0.368284,0.174955,0.149172,0.074310,2.866627,0.131702,4.016283,5.572892,0.144287,1.869235,0.254609,1.116622,0.253716,5.327385,2.751723,0.204992,0.625926,0.330441,0.844285,0.313676,2.432431,0.709296,0.341725,0.328385,0.274866,0.618252,0.369912,0.224989,0.523771,0.379203,0.578527,0.553773,0.837204,0.620314,0.125495,0.492897,0.408422,0.498981,0.510101,0.741336,0.608334,0.112758
28600,0.367681,0.174199,0.149129,0.074033,2.879260,0.131044,4.023195,5.586601,0.143484,1.880235,0.253817,1.120998,0.253044,5.314375,2.762692,0.204508,0.627188,0.330127,0.846688,0.313207,2.460661,0.711728,0.341432,0.328446,0.274625,0.618906,0.369575,0.226530,0.522930,0.378039,0.578405,0.553859,0.837424,0.619904,0.125544,0.492742,0.407539,0.498379,0.509477,0.741276,0.608143,0.112793
28800,0.368124,0.173974,0.149123,0.073802,2.895875,0.130537,4.024648,5.620984,0.143097,1.889098,0.252976,1.125457,0.252501,5.325284,2.774306,0.204089,0.629610,0.330445,0.849740,0.312961,2.489258,0.713847,0.341038,0.328896,0.274585,0.619805,0.369263,0.228955,0.521695,0.376926,0.578477,0.553826,0.839529,0.620995,0.125617,0.492750,0.407000,0.498488,0.509608,0.742160,0.608348,0.112806
29000,0.367370,0.173170,0.149031,0.073525,2.915634,0.130171,4.013402,5.645753,0.142646,1.899317,0.252290,1.130108,0.251985,5.324513,2.780524,0.203475,0.631144,0.330402,0.853349,0.312709,2.509167,0.715105,0.340553,0.329065,0.274379,0.620755,0.368965,0.231186,0.522284,0.376671,0.579178,0.554402,0.839997,0.620776,0.125693,0.492708,0.406094,0.498507,0.509787,0.743330,0.609252,0.112836
29200,0.368164,0.173114,0.149052,0.073279,2.928239,0.129575,4.008219,5.668159,0.142001,1.909642,0.251424,1.135179,0.251484,5.336673,2.790110,0.203033,0.633019,0.330402,0.855271,0.312057,2.529964,0.716747,0.340228,0.329215,0.274160,0.622165,0.369005,0.233195,0.521090,0.375131,0.579428,0.554585,0.840770,0.620905,0.125755,0.492595,0.405456,0.498413,0.509707,0.744234,0.609776,0.112894
29400,0.368461,0.172856,0.148998,0.072997,2.942286,0.128931,4.004467,5.689533,0.141375,1.920696,0.250609,1.139916,0.250776,5.347595,2.801070,0.202690,0.635166,0.330564,0.858588,0.311690,2.562670,0.717794,0.339284,0.329174,0.273880,0.623029,0.368685,0.235300,0.521576,0.374885,0.578771,0.553998,0.839614,0.619592,0.125811,0.492149,0.404109,0.497623,0.508733,0.744079,0.609658,0.112943
29600,0.368742,0.172583,0.149000,0.072763,2.957027,0.128455,4.004790,5.708183,0.140760,1.928233,0.249594,1.143611,0.249974,5.359919,2.812018,0.202229,0.636626,0.330403,0.861195,0.311157,2.585926,0.720865,0.339460,0.329439,0.273769,0.624398,0.368756,0.237343,0.521250,0.373997,0.577879,0.553048,0.840460,0.619763,0.125866,0.493545,0.404327,0.498793,0.509804,0.745577,0.610094,0.112970
29800,0.368702,0.172193,0.148935,0.072522,2.972056,0.128041,3.999231,5.739365,0.140475,1.935442,0.248769,1.147355,0.249419,5.355585,2.823298,0.201879,0.638293,0.330497,0.863664,0.310709,2.604608,0.723510,0.339463,0.330198,0.273934,0.624788,0.368315,0.239282,0.521596,0.373776,0.578056,0.553175,0.840382,0.619417,0.125945,0.493042,0.403063,0.498132,0.509140,0.745899,0.610212,0.113016
30000,0.368468,0.171676,0.149117,0.072400,2.978966,0.127345,3.993028,5.767435,0.140093,1.944819,0.248095,1.151469,0.248849,5.357730,2.836902,0.201671,0.639998,0.330525,0.866207,0.310311,2.625699,0.726743,0.339913,0.330870,0.274094,0.626147,0.368260,0.241055,0.521384,0.373117,0.578244,0.553288,0.841305,0.619337,0.125998,0.493615,0.402606,0.498422,0.509422,0.746238,0.610094,0.113052
30200,0.368984,0.171503,0.149157,0.072198,2.994452,0.126915,3.999306,5.791292,0.139599,1.953552,0.247273,1.155090,0.248187,5.355755,2.847421,0.201246,0.641551,0.330551,0.869423,0.310092,2.650602,0.728982,0.339652,0.330926,0.273734,0.626549,0.367727,0.243092,0.521108,0.372423,0.578296,0.553406,0.840526,0.618385,0.126055,0.493673,0.401771,0.498754,0.509719,0.746982,0.610082,0.113107
30400,0.368935,0.171109,0.148758,0.071795,3.005069,0.126395,3.988459,5.802379,0.138839,1.964344,0.246444,1.160392,0.247601,5.366655,2.862977,0.201212,0.643771,0.330728,0.871605,0.309513,2.666460,0.731134,0.339370,0.331495,0.273901,0.627767,0.367673,0.245173,0.519978,0.370936,0.577159,0.552275,0.839503,0.616966,0.126099,0.492498,0.400111,0.497934,0.508811,0.746725,0.609571,0.113130
30600,0.368741,0.170652,0.148595,0.071509,3.016225,0.125854,3.982874,5.823541,0.138369,1.972438,0.245555,1.163827,0.246873,5.366116,2.867944,0.200511,0.644888,0.330464,0.873898,0.309038,2.684617,0.733615,0.339357,0.331617,0.273608,0.628245,0.367248,0.247061,0.520628,0.370744,0.577538,0.552523,0.838899,0.616234,0.126165,0.492948,0.399668,0.497571,0.508454,0.748100,0.610395,0.113182
30800,0.369195,0.170503,0.148591,0.071295,3.027134,0.125367,3.985242,5.852755,0.138074,1.980630,0.244771,1.168118,0.246306,5.366158,2.880584,0.200269,0.646360,0.330410,0.876443,0.308713,2.700218,0.735773,0.339084,0.331824,0.273549,0.629448,0.367244,0.248843,0.521083,0.370534,0.577013,0.551857,0.837786,0.614858,0.126231,0.493609,0.399121,0.497766,0.508640,0.749226,0.610714,0.113219
31000,0.368799,0.169988,0.148516,0.071067,3.041035,0.124985,3.979514,5.873582,0.137631,1.989854,0.244094,1.172230,0.245764,5.364582,2.890655,0.199937,0.648214,0.330497,0.878085,0.308071,2.724954,0.737495,0.338461,0.331976,0.273389,0.630235,0.366915,0.250949,0.520313,0.369528,0.576280,0.551158,0.837458,0.614275,0.126290,0.493814,0.398685,0.497339,0.508203,0.750050,0.610850,0.113261
31200,0.368937,0.169730,0.148516,0.070865,3.049654,0.124430,3.975558,5.893707,0.137141,1.997123,0.243212,1.175506,0.245080,5.349805,2.896909,0.199415,0.650405,0.330881,0.880293,0.307831,2.744518,0.739801,0.338420,0.332505,0.273437,0.631118,0.366861,0.252857,0.521474,0.369948,0.576404,0.551083,0.837763,0.614064,0.126340,0.493827,0.398104,0.497523,0.508180,0.748655,0.609709,0.113281
31400,0.369271,0.169555,0.148438,0.070645,3.057916,0.123774,3.967288,5.901013,0.136453,2.006076,0.242662,1.178965,0.244535,5.358191,2.902637,0.198794,0.652026,0.331075,0.882335,0.307473,2.769331,0.740725,0.337691,0.332557,0.273215,0.632014,0.366714,0.255045,0.520898,0.369083,0.576587,0.551205,0.837441,0.613277,0.126392,0.493724,0.397321,0.497750,0.508412,0.748742,0.609605,0.113323
31600,0.368792,0.169000,0.148241,0.070354,3.069084,0.123300,3.963974,5.931870,0.136298,2.014341,0.241986,1.182375,0.243912,5.355589,2.911793,0.198421,0.653783,0.331232,0.885329,0.307229,2.789377,0.742918,0.337520,0.332621,0.272945,0.632766,0.366481,0.257314,0.521878,0.369156,0.576416,0.550944,0.836569,0.612224,0.126466,0.493729,0.396630,0.497514,0.508282,0.748100,0.608962,0.113368
31800,0.368803,0.168696,0.148349,0.070219,3.081810,0.122874,3.958251,5.957589,0.136020,2.023228,0.241498,1.185546,0.243350,5.345787,2.918668,0.197993,0.654558,0.331004,0.887132,0.306729,2.809190,0.744308,0.336968,0.332907,0.272812,0.633248,0.366216,0.259014,0.521324,0.368306,0.576759,0.551291,0.837356,0.612466,0.126506,0.493237,0.395353,0.497374,0.508119,0.748214,0.608869,0.113385
32000,0.369055,0.168500,0.148363,0.070044,3.090066,0.122364,3.959375,5.970727,0.135416,2.031309,0.240853,1.188489,0.242751,5.342445,2.928914,0.197804,0.655968,0.331098,0.889274,0.306482,2.830261,0.747246,0.337134,0.333484,0.272924,0.633947,0.366027,0.260950,0.522718,0.368811,0.576706,0.551098,0.837783,0.612377,0.126553,0.493049,0.394575,0.497183,0.507947,0.748584,0.608949,0.113430
32200,0.369051,0.168220,0.148180,0.069769,3.102230,0.122027,3.946943,5.994693,0.135110,2.036677,0.240045,1.192037,0.242300,5.343665,2.931851,0.197127,0.657374,0.331177,0.891499,0.306241,2.847328,0.748423,0.336620,0.333533,0.272747,0.634631,0.365890,0.262835,0.522419,0.368081,0.577353,0.551554,0.837906,0.612076,0.126591,0.492816,0.393687,0.496974,0.507740,0.748371,0.608647,0.113470
32400,0.369145,0.167978,0.147847,0.069447,3.112874,0.121621,3.945627,6.020110,0.134894,2.045022,0.239561,1.196061,0.241950,5.341946,2.935472,0.196484,0.658622,0.331101,0.892867,0.305663,2.866283,0.751295,0.336656,0.333821,0.272717,0.634982,0.365634,0.264884,0.523008,0.368128,0.576871,0.551184,0.837432,0.611425,0.126637,0.493442,0.393375,0.496602,0.507336,0.748531,0.608660,0.113503
32600,0.369389,0.167815,0.147581,0.069161,3.123125,0.121146,3.938046,6.034807,0.134467,2.051537,0.238940,1.199314,0.241469,5.335231,2.943784,0.196226,0.660109,0.331149,0.894968,0.305386,2.884001,0.752551,0.336264,0.334028,0.272635,0.635902,0.365642,0.266797,0.522768,0.367337,0.576565,0.550707,0.837226,0.610980,0.126704,0.493230,0.392643,0.496459,0.507200,0.747878,0.607731,0.113520
32800,0.369371,0.167524,0.147590,0.068981,3.133206,0.120738,3.933969,6.050791,0.133997,2.059693,0.238494,1.203103,0.241045,5.341174,2.953104,0.195959,0.662110,0.331474,0.897159,0.305087,2.905272,0.754454,0.335954,0.334440,0.272561,0.636626,0.365487,0.269340,0.523266,0.367364,0.576350,0.550456,0.836284,0.610055,0.126772,0.492915,0.391811,0.496125,0.506981,0.748994,0.608245,0.113546
33000,0.368819,0.166984,0.147672,0.068863,3.145099,0.120403,3.929837,6.075279,0.133731,2.068383,0.237954,1.207009,0.240481,5.349926,2.958876,0.195535,0.663738,0.331502,0.898820,0.304640,2.926464,0.756796,0.335695,0.334959,0.272694,0.637465,0.365294,0.271526,0.524002,0.367244,0.576141,0.550194,0.836525,0.609773,0.126847,0.492876,0.391071,0.495693,0.506345,0.747828,0.607158,0.113585
33200,0.368802,0.166715,0.147522,0.068645,3.153981,0.119922,3.923649,6.093247,0.133371,2.074745,0.237396,1.210983,0.240166,5.352990,2.971826,0.195635,0.665427,0.331736,0.900791,0.304314,2.941930,0.758205,0.335254,0.335198,0.272570,0.638345,0.365266,0.273695,0.524942,0.367473,0.575657,0.549724,0.836872,0.609680,0.126901,0.492818,0.390506,0.495847,0.506385,0.747733,0.606805,0.113614
33400,0.368938,0.166496,0.147402,0.068420,3.163730,0.119562,3.918155,6.124927,0.133298,2.082800,0.236888,1.213972,0.239655,5.351370,2.977685,0.195210,0.666409,0.331591,0.902492,0.303850,2.957603,0.760753,0.335402,0.335510,0.272613,0.638870,0.365032,0.275804,0.525963,0.367518,0.575031,0.549004,0.836028,0.608820,0.126972,0.492641,0.389743,0.494723,0.505233,0.746531,0.605796,0.113638
33600,0.369165,0.166325,0.147277,0.068199,3.178334,0.119356,3.906753,6.138730,0.132917,2.088535,0.236201,1.216920,0.239043,5.340121,2.987827,0.194994,0.667235,0.331312,0.904225,0.303319,2.974100,0.763642,0.335487,0.335820,0.272555,0.639504,0.364769,0.277663,0.525720,0.367073,0.575521,0.549361,0.836493,0.608999,0.127030,0.492723,0.389054,0.494084,0.504539,0.746366,0.605345,0.113651
33800,0.369212,0.166078,0.147225,0.068030,3.186087,0.118968,3.904223,6.150285,0.132509,2.096208,0.235782,1.220844,0.238745,5.343438,2.993547,0.194592,0.668887,0.331485,0.906429,0.303113,2.991227,0.764353,0.334729,0.336139,0.272492,0.640145,0.364617,0.279411,0.526219,0.366839,0.574824,0.548703,0.836171,0.608490,0.127089,0.492984,0.388768,0.493700,0.504042,0.745536,0.604786,0.113677
34000,0.369307,0.165866,0.146967,0.067765,3.193111,0.118545,3.906978,6.157036,0.131988,2.102845,0.235207,1.223830,0.238228,5.340803,3.001442,0.194411,0.670512,0.331682,0.908856,0.302920,3.010372,0.764777,0.333810,0.336526,0.272529,0.640634,0.364327,0.281338,0.526519,0.366420,0.574851,0.548613,0.836026,0.608226,0.127152,0.493192,0.388410,0.493679,0.503921,0.745797,0.604638,0.113732
34200,0.368910,0.165445,0.146865,0.067565,3.199936,0.118064,3.898771,6.171123,0.131610,2.109963,0.234720,1.227444,0.237854,5.340615,3.005547,0.194040,0.671923,0.331819,0.910377,0.302516,3.027287,0.767628,0.334023,0.336569,0.272352,0.641427,0.364183,0.283594,0.527129,0.366384,0.574790,0.548535,0.836339,0.608060,0.127223,0.492424,0.387205,0.493748,0.503954,0.745709,0.604496,0.113743
34400,0.369012,0.165224,0.146763,0.067372,3.211661,0.117808,3.898516,6.182529,0.131172,2.116946,0.234229,1.229794,0.237283,5.334647,3.014108,0.193820,0.673480,0.331926,0.911989,0.302089,3.047401,0.769452,0.333760,0.336922,0.272342,0.642194,0.364043,0.285745,0.527587,0.366206,0.573966,0.547808,0.835673,0.607477,0.127289,0.492441,0.386693,0.493021,0.503315,0.745036,0.603860,0.113776
34600,0.369080,0.164998,0.146623,0.067173,3.221656,0.117574,3.896429,6.201061,0.130901,2.123106,0.233759,1.233425,0.236987,5.333944,3.018700,0.193487,0.674426,0.331869,0.913631,0.301810,3.064985,0.770898,0.333355,0.337193,0.272307,0.642736,0.363822,0.287795,0.527871,0.365973,0.574701,0.548407,0.836008,0.607363,0.127336,0.492462,0.386307,0.492663,0.502951,0.745377,0.604051,0.113804
34800,0.368714,0.164612,0.146200,0.066847,3.228441,0.117181,3.896885,6.214158,0.130554,2.128084,0.233136,1.236343,0.236611,5.327536,3.027290,0.193315,0.675641,0.331924,0.915639,0.301535,3.085374,0.771833,0.332654,0.337516,0.272309,0.643783,0.363853,0.289722,0.528071,0.365709,0.574436,0.548038,0.835017,0.606698,0.127397,0.492485,0.385611,0.491688,0.501796,0.743738,0.602707,0.113822
35000,0.368782,0.164433,0.145994,0.066624,3.238124,0.116909,3.894042,6.230317,0.130327,2.135675,0.232774,1.239250,0.236131,5.322330,3.034230,0.193079,0.677433,0.332220,0.917828,0.301276,3.098693,0.772478,0.331830,0.338265,0.272561,0.644325,0.363575,0.291927,0.528433,0.365405,0.573367,0.547092,0.833961,0.605766,0.127451,0.491958,0.384868,0.491810,0.501830,0.743134,0.602389,0.113856
35200,0.368961,0.164310,0.145853,0.066433,3.244672,0.116585,3.890146,6.235654,0.129837,2.142610,0.232362,1.242500,0.235832,5.320078,3.040435,0.192806,0.678356,0.332155,0.919219,0.300912,3.110823,0.772982,0.331007,0.338835,0.272749,0.645085,0.363475,0.293919,0.528650,0.365116,0.573155,0.546948,0.833979,0.605518,0.127495,0.492149,0.384531,0.491458,0.501412,0.742846,0.601962,0.113885
35400,0.368844,0.164045,0.145655,0.066215,3.249737,0.116193,3.881407,6.254551,0.129660,2.148980,0.231929,1.245442,0.235465,5.310554,3.047949,0.192673,0.679298,0.332080,0.920524,0.300456,3.126514,0.775338,0.330939,0.339503,0.272970,0.645782,0.363349,0.296066,0.527950,0.364226,0.571958,0.545734,0.833186,0.604709,0.127562,0.492344,0.384124,0.490643,0.500516,0.741850,0.601244,0.113910
35600,0.368936,0.163885,0.145491,0.066019,3.257213,0.115897,3.876980,6.265221,0.129315,2.154904,0.231531,1.248109,0.235100,5.305031,3.051131,0.192270,0.680364,0.332158,0.922336,0.300303,3.142070,0.777717,0.331058,0.339758,0.272950,0.646289,0.363216,0.297793,0.528891,0.364571,0.572483,0.546260,0.833825,0.604917,0.127612,0.492606,0.384024,0.490863,0.500710,0.742380,0.601269,0.113942
35800,0.368820,0.163648,0.145418,0.065872,3.267351,0.115678,3.879398,6.272637,0.128898,2.160401,0.231100,1.250691,0.234720,5.295933,3.055542,0.191985,0.681471,0.332181,0.923750,0.299989,3.155931,0.779845,0.330904,0.340001,0.272886,0.646832,0.363078,0.299930,0.529031,0.364022,0.571803,0.545532,0.832871,0.604162,0.127665,0.492478,0.383478,0.490641,0.500364,0.741561,0.600379,0.113964
36000,0.368980,0.163515,0.145261,0.065687,3.273657,0.115361,3.882533,6.288083,0.128666,2.165785,0.230678,1.253354,0.234416,5.296167,3.058614,0.191613,0.682326,0.332153,0.925024,0.299661,3.171174,0.782133,0.331000,0.340500,0.273030,0.647179,0.362833,0.301599,0.529388,0.363713,0.571227,0.544985,0.832000,0.603216,0.127704,0.492675,0.383167,0.490028,0.499792,0.741328,0.600002,0.113992
36200,0.369171,0.163399,0.145146,0.065516,3.285403,0.115199,3.874186,6.312146,0.128640,2.169687,0.230114,1.255894,0.234069,5.292922,3.065031,0.191473,0.683316,0.332139,0.926335,0.299261,3.179536,0.783782,0.330803,0.340905,0.273070,0.647754,0.362637,0.303608,0.529566,0.363509,0.571287,0.544971,0.832009,0.602973,0.127746,0.492209,0.382422,0.489782,0.499561,0.741509,0.600122,0.114012
36400,0.368870,0.163100,0.144828,0.065259,3.289844,0.114797,3.867283,6.321960,0.128285,2.175508,0.229645,1.258923,0.233770,5.280710,3.070065,0.191233,0.684488,0.332263,0.927075,0.298756,3.191384,0.784730,0.330277,0.341405,0.273132,0.648377,0.362589,0.305630,0.530199,0.363542,0.571000,0.544575,0.831601,0.602477,0.127781,0.492398,0.382068,0.489684,0.499477,0.741317,0.600007,0.114029
36600,0.368538,0.162793,0.144746,0.065102,3.298450,0.114592,3.863635,6.333310,0.128026,2.179623,0.229205,1.260784,0.233394,5.278207,3.076039,0.191041,0.685140,0.332189,0.928050,0.298308,3.199785,0.786612,0.329962,0.342005,0.273328,0.648745,0.362321,0.307322,0.530943,0.363483,0.570345,0.543922,0.830394,0.601470,0.127824,0.492610,0.381766,0.488946,0.498687,0.740705,0.599329,0.114054
36800,0.368702,0.162692,0.144523,0.064907,3.303510,0.114281,3.858697,6.352865,0.127903,2.185973,0.228922,1.263287,0.233126,5.278661,3.081886,0.190872,0.686519,0.332419,0.929924,0.298166,3.209476,0.789648,0.330368,0.342573,0.273468,0.649378,0.362238,0.309115,0.530941,0.362994,0.569928,0.543503,0.830774,0.601524,0.127849,0.492455,0.381358,0.488685,0.498383,0.740259,0.598992,0.114088
37000,0.368751,0.162538,0.144350,0.064731,3.310046,0.114035,3.854244,6.369583,0.127735,2.191566,0.228540,1.265833,0.232727,5.274205,3.090005,0.190856,0.687593,0.332422,0.930976,0.297781,3.218194,0.790568,0.329930,0.343128,0.273696,0.649768,0.362043,0.310644,0.531316,0.362768,0.569545,0.543027,0.829453,0.600587,0.127909,0.492586,0.380891,0.488713,0.498272,0.740640,0.599113,0.114116
